Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
26,0,Travel_Rarely,Sales,Marketing,1,Male,3,2,2,Married,6272,No,6,4,5,3,1,4,28
24,0,Travel_Rarely,Research & Development,Other,4,Male,2,1,2,Married,2127,No,1,3,1,0,0,0,17
50,0,Travel_Frequently,Human Resources,Medical,1,Male,3,5,2,Married,18200,No,32,3,32,5,10,7,3
25,0,Travel_Rarely,Sales,Medical,2,Male,3,1,3,Married,2096,No,7,3,7,4,0,6,13
24,1,Travel_Frequently,Research & Development,Life Sciences,1,Female,3,1,3,Married,2886,Yes,6,3,6,3,1,2,7
30,1,Travel_Frequently,Sales,Life Sciences,2,Male,2,1,1,Married,2033,No,1,4,1,0,0,0,12
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,2,1,4,Married,3622,Yes,6,3,6,5,1,3,1
31,1,Travel_Rarely,Sales,Medical,2,Male,3,2,1,Divorced,4233,No,9,1,3,1,1,2,13
35,0,Travel_Rarely,Research & Development,Other,1,Male,2,2,4,Single,3681,No,9,3,3,2,0,2,25
31,0,Travel_Rarely,Sales,Medical,1,Male,4,2,4,Divorced,5460,No,13,4,7,7,5,7,6
27,0,Travel_Rarely,Research & Development,Medical,1,Female,2,1,3,Divorced,2187,No,6,2,5,3,0,3,6
37,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,3,Married,9602,Yes,17,2,3,0,1,0,2
20,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,1,2,Single,2836,No,1,4,1,0,0,0,1
42,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,2,4,Married,4089,No,10,3,10,2,2,2,2
43,0,Travel_Rarely,Research & Development,Other,2,Male,2,4,4,Divorced,16627,Yes,21,2,1,0,0,0,6
38,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,1,Single,2619,No,8,2,0,0,0,0,1
43,0,Travel_Frequently,Research & Development,Medical,4,Male,3,2,3,Divorced,5679,Yes,10,3,8,7,4,7,9
48,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,4,1,Married,15402,No,21,1,3,2,0,2,1
44,0,Travel_Rarely,Human Resources,Life Sciences,1,Female,2,2,3,Single,5985,No,10,4,2,2,0,2,1
34,0,Travel_Rarely,Sales,Technical Degree,3,Female,3,1,3,Divorced,2579,Yes,8,3,8,2,0,6,14
27,1,Travel_Rarely,Sales,Marketing,3,Male,3,1,1,Divorced,3041,No,5,3,4,3,0,2,2
21,0,Travel_Rarely,Sales,Technical Degree,3,Male,3,1,3,Single,3447,No,3,3,3,2,1,2,22
44,0,Travel_Rarely,Research & Development,Other,4,Male,3,5,4,Married,19513,Yes,26,4,2,2,0,1,3
22,0,Travel_Rarely,Research & Development,Medical,1,Male,3,1,3,Married,2773,No,3,3,2,2,2,2,6
33,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,3,Divorced,7104,No,6,3,5,0,1,2,8
32,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,4,Married,6322,Yes,6,2,6,4,0,5,9
30,0,Travel_Frequently,Research & Development,Medical,3,Female,3,1,3,Divorced,2083,No,1,3,1,0,0,0,3
53,0,Travel_Rarely,Sales,Medical,4,Female,3,2,1,Single,8381,No,18,4,14,7,8,10,1
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,4,Married,2691,No,10,2,10,9,8,8,1
45,1,Travel_Frequently,Sales,Life Sciences,1,Female,3,2,1,Married,4286,No,5,3,1,1,0,0,26
26,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,4,Married,2659,Yes,3,3,3,2,0,2,6
37,0,Travel_Rarely,Research & Development,Other,3,Male,3,3,3,Married,9434,No,10,3,10,7,7,8,3
29,0,Travel_Rarely,Sales,Medical,2,Female,3,2,3,Married,5561,No,6,2,6,0,1,2,3
35,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,1,2,4,Single,6646,No,17,3,17,11,11,8,6
33,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,3,2,4,Divorced,7725,No,15,1,13,11,4,7,6
54,0,Travel_Rarely,Human Resources,Medical,3,Male,3,3,2,Married,10725,No,16,4,9,7,7,1,19
36,0,Travel_Rarely,Research & Development,Medical,2,Male,2,2,2,Divorced,8847,Yes,13,3,3,2,0,2,9
27,0,Travel_Rarely,Research & Development,Medical,1,Male,2,1,4,Single,2045,No,5,3,4,2,1,1,3
20,1,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Single,1009,Yes,1,3,1,0,1,1,10
33,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,1,1,Single,3348,Yes,10,3,10,8,9,7,3
35,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,3,Married,1281,No,1,3,1,0,0,0,3
23,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,1,Married,2819,No,5,4,3,2,0,2,4
25,0,Travel_Rarely,Sales,Life Sciences,4,Male,4,2,2,Married,4851,No,4,3,3,2,1,2,8
38,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,4,Single,4028,No,8,3,7,7,0,5,7
29,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,1,1,4,Divorced,2720,No,10,3,10,7,2,8,1
48,0,Travel_Rarely,Sales,Marketing,2,Male,4,2,2,Married,8120,No,12,3,2,2,2,2,2
27,0,Travel_Frequently,Sales,Medical,4,Female,4,2,4,Divorced,4647,Yes,6,3,6,5,0,4,3
37,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,4,1,4,Single,4680,No,4,3,1,0,0,0,10
50,0,Travel_Rarely,Research & Development,Medical,4,Male,4,1,3,Married,3221,Yes,20,3,20,8,3,8,28
34,0,Travel_Rarely,Research & Development,Medical,4,Female,2,3,2,Single,8621,No,9,4,8,7,7,7,9
24,1,Travel_Rarely,Sales,Life Sciences,1,Female,3,2,3,Single,4577,No,4,3,2,2,2,0,3
39,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,2,2,3,Single,4553,No,20,3,20,7,11,10,2
32,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,4,Single,5396,No,10,2,10,7,0,8,10
50,1,Travel_Frequently,Sales,Technical Degree,2,Male,3,2,3,Married,6796,Yes,18,3,4,3,1,3,8
38,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,2,4,Single,7625,No,10,2,9,7,1,8,1
27,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,1,Married,7412,No,9,3,9,7,0,7,1
32,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,4,Single,11159,No,10,3,7,7,7,7,3
47,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,1,Single,4960,No,20,3,7,7,1,7,14
40,0,Travel_Frequently,Sales,Life Sciences,4,Male,2,3,1,Married,10475,Yes,20,3,18,13,1,12,5
53,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,4,3,Married,14814,No,32,3,5,1,1,3,7
41,0,Travel_Rarely,Human Resources,Human Resources,2,Male,2,5,4,Divorced,19141,No,23,2,21,6,12,6,10
60,0,Travel_Rarely,Sales,Marketing,1,Male,3,2,1,Single,5405,No,10,3,2,2,2,2,16
27,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,3,1,Divorced,8793,No,9,2,9,7,1,7,10
41,0,Travel_Rarely,Human Resources,Human Resources,4,Male,2,5,3,Married,19189,No,22,3,22,7,2,10,1
50,0,Travel_Rarely,Sales,Marketing,4,Male,3,1,2,Married,3875,No,4,3,2,2,2,2,8
28,1,Travel_Rarely,Research & Development,Life Sciences,1,Female,1,1,2,Single,2216,Yes,10,3,7,7,3,7,1
36,0,Non-Travel,Research & Development,Life Sciences,1,Female,4,3,1,Married,11713,No,10,3,8,7,0,5,8
38,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,3,Single,7861,Yes,10,4,1,0,0,0,1
44,0,Non-Travel,Research & Development,Medical,1,Male,1,1,3,Single,3708,No,9,3,5,2,1,4,24
47,0,Travel_Frequently,Sales,Medical,4,Female,3,4,3,Divorced,13770,Yes,28,2,22,2,11,13,3
30,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,4,Divorced,5304,No,10,2,8,7,7,7,27
29,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,1,3,Single,2642,No,1,3,1,0,0,0,10
42,1,Travel_Frequently,Research & Development,Medical,3,Male,4,1,3,Divorced,2759,Yes,7,3,2,2,2,2,19
43,0,Travel_Frequently,Sales,Life Sciences,4,Male,2,2,4,Married,6804,No,7,3,2,2,2,2,15
34,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,3,Single,6142,No,10,3,5,1,4,3,8
23,0,Travel_Rarely,Research & Development,Medical,2,Male,3,1,1,Married,2500,No,5,4,4,3,0,2,9
39,0,Travel_Rarely,Human Resources,Human Resources,3,Female,4,2,2,Married,6389,No,12,1,8,3,3,6,3
56,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,4,Married,11103,No,30,2,10,7,1,1,9
40,0,Travel_Rarely,Research & Development,Medical,4,Female,2,1,4,Single,2342,Yes,5,2,4,2,2,3,2
27,0,Travel_Rarely,Research & Development,Medical,4,Female,2,2,1,Single,6811,No,9,1,7,6,0,7,7
29,0,Travel_Rarely,Sales,Marketing,4,Male,3,1,2,Divorced,2297,No,2,3,2,2,2,2,10
53,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,4,Single,2450,No,19,3,2,2,2,2,6
35,0,Non-Travel,Research & Development,Life Sciences,4,Female,3,2,1,Divorced,5093,No,16,4,1,0,0,0,2
32,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,2,4,Married,5309,No,10,3,10,8,4,7,24
38,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Married,3057,Yes,6,1,1,0,0,1,2
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,1,Divorced,5121,No,7,3,0,0,0,0,8
52,0,Travel_Rarely,Sales,Marketing,3,Male,2,4,1,Married,16856,No,34,4,34,6,1,16,3
33,1,Travel_Rarely,Research & Development,Other,4,Male,3,1,4,Single,2686,Yes,10,2,10,9,7,8,1
25,0,Travel_Rarely,Sales,Medical,3,Female,3,2,4,Single,6180,No,6,2,6,5,1,4,26
45,0,Travel_Rarely,Sales,Technical Degree,2,Male,1,2,3,Single,6632,No,9,3,8,7,3,1,2
23,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,3,Single,3505,No,2,3,2,2,0,2,10
47,1,Travel_Frequently,Sales,Life Sciences,2,Female,4,2,3,Single,6397,Yes,8,3,5,4,1,3,27
34,0,Travel_Rarely,Sales,Other,4,Male,3,2,4,Single,6274,No,6,3,6,5,1,4,2
55,1,Travel_Rarely,Research & Development,Medical,4,Male,3,5,1,Married,19859,Yes,24,3,5,2,1,4,2
36,0,Non-Travel,Sales,Life Sciences,1,Male,2,3,1,Single,7587,No,10,3,10,7,0,9,8
52,0,Non-Travel,Research & Development,Medical,4,Male,3,1,4,Married,4258,No,5,3,4,3,1,2,19
26,0,Travel_Frequently,Research & Development,Life Sciences,1,Female,1,1,4,Divorced,4364,No,5,3,2,2,2,0,1
29,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,3,Married,4335,No,11,2,8,7,1,1,27
26,1,Travel_Rarely,Sales,Technical Degree,4,Male,2,2,1,Single,5326,No,6,2,4,3,1,2,8
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,1,4,Single,3280,No,10,3,4,2,1,3,1
54,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,1,Divorced,5485,Yes,9,3,5,3,1,4,19
27,0,Travel_Frequently,Sales,Marketing,3,Male,3,2,4,Married,4342,No,5,3,4,2,1,1,8
37,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,1,Divorced,2782,Yes,6,2,5,3,4,3,10
38,0,Travel_Frequently,Research & Development,Life Sciences,1,Female,4,2,1,Single,5980,Yes,17,3,15,7,4,12,2
34,0,Travel_Rarely,Research & Development,Medical,3,Female,2,1,1,Single,4381,No,6,3,6,5,1,3,2
35,0,Travel_Rarely,Sales,Life Sciences,1,Female,3,1,4,Married,2572,No,3,2,3,2,0,2,8
30,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,1,1,3,Married,3833,No,7,3,2,2,0,2,1
40,0,Travel_Frequently,Research & Development,Medical,3,Female,4,2,2,Married,4244,No,8,3,8,7,3,7,2
34,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,2,1,Married,6500,No,6,3,3,2,1,2,8
42,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,3,5,4,Divorced,18430,No,24,2,24,7,14,9,8
23,1,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,1,1,Married,1601,Yes,1,3,0,0,0,0,6
24,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,2,Divorced,2694,No,1,3,1,0,0,0,9
52,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,2,3,Married,3149,No,9,3,5,2,1,4,11
50,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,3,Married,17639,No,30,3,4,3,0,3,2
29,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,1,1,Married,2319,Yes,1,3,1,0,0,0,1
33,0,Travel_Rarely,Research & Development,Medical,3,Male,3,3,3,Married,11691,No,14,4,13,9,3,7,7
33,1,Travel_Rarely,Sales,Marketing,1,Female,3,2,1,Single,5324,No,6,3,3,2,0,2,16
47,0,Travel_Rarely,Research & Development,Other,3,Female,3,4,4,Married,16752,Yes,26,2,26,14,3,0,2
36,0,Travel_Rarely,Research & Development,Other,3,Female,3,2,2,Married,5228,No,10,3,9,7,0,5,1
29,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,1,3,Married,2700,No,10,3,10,7,0,7,23
58,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,5,2,Single,19246,Yes,40,3,31,15,13,8,2
35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,4,1,3,Single,2506,No,7,3,2,2,2,2,1
42,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,2,4,Married,6062,Yes,8,3,4,3,0,2,1
28,1,Travel_Rarely,Research & Development,Medical,3,Male,3,1,3,Single,4382,No,5,2,2,2,2,1,2
36,0,Travel_Rarely,Human Resources,Human Resources,3,Male,3,1,2,Married,2143,No,8,3,5,2,0,4,13
32,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,2,3,Married,6162,No,14,3,14,13,6,8,4
40,0,Travel_Frequently,Research & Development,Medical,1,Male,2,2,3,Single,5094,No,10,3,1,0,0,0,16
30,0,Travel_Rarely,Research & Development,Medical,3,Female,2,2,4,Single,6877,Yes,12,2,0,0,0,0,2
45,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,1,3,Single,2274,No,1,3,1,0,0,0,2
42,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,2,2,Married,4434,No,10,2,9,8,7,8,29
38,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,2,2,1,Divorced,6288,No,13,2,4,3,1,2,12
34,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,2,1,4,Single,2553,No,6,3,5,2,1,3,16
49,1,Travel_Rarely,Sales,Marketing,3,Female,3,3,4,Married,7654,No,9,4,9,8,7,7,11
55,1,Travel_Rarely,Sales,Medical,3,Male,3,2,4,Single,5160,No,12,2,9,7,7,3,2
43,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,4,1,Married,17159,No,22,3,4,1,1,0,14
27,0,Travel_Rarely,Research & Development,Technical Degree,3,Male,2,3,4,Divorced,12808,Yes,9,3,9,8,0,8,5
35,0,Travel_Rarely,Research & Development,Other,3,Male,3,3,3,Single,10221,No,17,4,8,5,1,6,7
28,0,Travel_Rarely,Sales,Marketing,2,Female,3,2,2,Married,4779,Yes,8,3,8,7,7,5,2
34,0,Travel_Rarely,Human Resources,Human Resources,3,Male,3,1,4,Married,3737,No,4,1,3,2,0,2,3
26,1,Travel_Frequently,Research & Development,Medical,3,Female,2,1,3,Married,2366,Yes,8,3,8,7,1,7,5
27,0,Non-Travel,Research & Development,Medical,4,Male,3,1,4,Married,1706,No,0,2,0,0,0,0,3
51,0,Travel_Rarely,Sales,Marketing,1,Female,3,4,3,Married,16307,No,29,2,20,6,4,17,26
44,0,Travel_Rarely,Research & Development,Medical,4,Male,3,2,2,Single,5933,No,10,2,5,2,2,3,4
25,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,1,Single,3424,No,6,2,4,3,0,1,2
33,0,Travel_Rarely,Sales,Medical,1,Male,4,2,1,Divorced,4037,No,9,3,9,8,0,8,1
35,0,Travel_Rarely,Research & Development,Medical,3,Female,2,1,1,Single,2559,No,6,2,6,5,1,1,27
36,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Married,6201,Yes,18,2,18,14,4,11,1
32,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Divorced,4403,No,8,2,5,2,0,3,13
30,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,2,1,4,Divorced,3761,No,10,2,5,4,0,3,5
53,0,Travel_Rarely,Sales,Marketing,1,Female,2,3,4,Married,10934,Yes,35,3,5,2,0,4,7
45,0,Travel_Rarely,Sales,Marketing,4,Male,3,3,1,Divorced,10761,Yes,18,3,5,4,0,2,9
32,0,Travel_Rarely,Research & Development,Medical,3,Female,4,2,3,Married,5175,No,9,2,5,3,1,3,8
52,0,Travel_Frequently,Research & Development,Medical,3,Female,2,4,4,Married,13826,No,31,3,9,8,0,0,25
37,0,Travel_Rarely,Sales,Marketing,4,Male,2,2,3,Divorced,6334,No,9,3,1,0,0,0,16
28,0,Travel_Rarely,Human Resources,Medical,2,Male,2,1,4,Divorced,4936,No,6,3,5,1,0,4,8
22,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,2,4,Married,4775,No,4,1,2,2,2,2,1
44,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,4,1,4,Married,2818,Yes,10,2,3,2,0,2,8
42,0,Travel_Frequently,Research & Development,Medical,2,Male,3,1,4,Single,2515,Yes,8,3,2,1,2,2,2
36,0,Travel_Rarely,Human Resources,Life Sciences,1,Male,2,1,1,Married,2342,No,6,3,5,4,0,3,8
25,0,Travel_Rarely,Sales,Other,3,Male,3,2,1,Married,4194,Yes,5,3,5,3,0,3,3
35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,3,3,Married,10685,Yes,17,3,17,14,5,15,9
35,1,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,1,2,Divorced,2022,Yes,10,2,10,2,7,8,25
32,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,1,4,Divorced,2314,No,4,3,3,0,0,2,1
25,0,Travel_Rarely,Sales,Marketing,3,Male,2,2,1,Married,4256,No,5,4,5,2,0,3,4
49,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,3,1,1,Married,3580,No,7,3,4,2,0,2,1
24,0,Non-Travel,Research & Development,Life Sciences,1,Male,2,1,4,Married,3162,No,6,2,5,2,3,4,4
32,0,Travel_Frequently,Sales,Life Sciences,2,Male,3,2,2,Married,6524,No,10,3,10,8,5,3,5
38,0,Travel_Rarely,Sales,Marketing,2,Male,2,1,2,Married,2899,No,3,3,2,2,1,2,9
42,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,4,2,4,Married,5231,Yes,17,2,5,3,1,3,3
31,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,4,Married,2356,Yes,8,3,6,4,0,2,11
29,1,Travel_Rarely,Sales,Medical,2,Female,2,1,3,Divorced,2800,Yes,5,3,3,2,0,2,1
53,0,Travel_Rarely,Sales,Marketing,1,Male,3,4,4,Married,11836,No,28,3,2,0,2,2,8
35,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,2,3,2,Married,10903,No,16,3,13,10,4,8,25
37,0,Travel_Frequently,Sales,Medical,3,Female,3,1,4,Married,2973,No,10,3,5,4,0,0,21
53,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,4,4,Single,14275,No,33,3,12,9,3,8,23
43,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,4,Married,5562,No,12,2,5,2,2,2,1
47,0,Travel_Rarely,Sales,Marketing,3,Female,3,2,4,Married,4537,Yes,8,3,7,6,7,7,2
37,0,Non-Travel,Sales,Medical,1,Male,3,3,2,Single,7642,Yes,10,3,10,0,0,9,19
50,0,Non-Travel,Research & Development,Life Sciences,1,Male,3,4,1,Divorced,17924,No,31,3,31,6,14,7,2
39,0,Travel_Rarely,Human Resources,Life Sciences,4,Female,2,2,4,Married,5204,No,13,3,5,4,0,4,2
33,0,Travel_Rarely,Human Resources,Human Resources,4,Male,3,1,2,Divorced,2277,Yes,7,4,4,3,0,3,3
32,1,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Single,2795,Yes,1,1,1,0,0,1,25
29,0,Travel_Rarely,Research & Development,Medical,1,Female,2,1,4,Divorced,2532,No,8,3,4,3,0,3,7
44,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,1,Married,2559,Yes,8,3,8,7,7,1,9
28,0,Travel_Rarely,Sales,Medical,1,Male,3,2,4,Single,4908,No,4,3,4,2,0,2,5
58,1,Travel_Frequently,Research & Development,Life Sciences,4,Male,2,1,4,Divorced,2380,Yes,3,2,1,0,0,0,2
43,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,2,Divorced,4765,No,4,4,1,0,0,0,8
20,1,Travel_Rarely,Sales,Medical,3,Female,2,1,3,Single,2044,No,2,2,2,2,0,2,2
21,1,Travel_Rarely,Research & Development,Other,4,Female,3,1,4,Single,2693,No,1,2,1,0,0,0,18
36,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,4,Married,6586,Yes,17,2,16,8,4,11,14
47,0,Travel_Rarely,Sales,Life Sciences,4,Female,2,1,4,Single,3294,Yes,3,2,3,2,1,2,2
22,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,3,Married,4171,Yes,4,4,3,2,0,2,3
41,1,Travel_Rarely,Research & Development,Life Sciences,2,Female,1,1,4,Divorced,2778,Yes,10,2,7,7,1,0,2
28,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,3,Divorced,2377,No,6,3,2,2,2,2,9
39,1,Travel_Rarely,Research & Development,Medical,4,Male,3,1,1,Married,2404,Yes,8,1,2,2,2,2,6
27,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,1,3,Single,2318,No,1,3,1,1,0,0,4
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,2,Divorced,2008,No,1,3,1,0,1,0,10
42,0,Travel_Rarely,Sales,Medical,3,Female,2,2,3,Single,6244,No,10,3,5,4,0,3,14
33,0,Travel_Rarely,Research & Development,Other,3,Male,2,1,1,Single,2799,Yes,6,3,3,2,0,2,1
58,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,2,3,2,Divorced,10552,Yes,24,3,6,0,0,4,5
31,0,Travel_Rarely,Sales,Life Sciences,2,Male,2,1,3,Married,2329,No,13,4,7,7,5,2,7
35,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,2,4,Married,4014,Yes,10,1,10,6,0,7,21
49,0,Travel_Rarely,Research & Development,Other,1,Female,3,3,2,Married,7403,No,29,2,26,9,1,7,8
48,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Married,2259,No,13,2,0,0,0,0,20
31,0,Non-Travel,Sales,Marketing,4,Female,3,2,3,Married,6932,No,9,2,9,8,0,0,20
36,0,Travel_Rarely,Research & Development,Other,2,Male,3,1,4,Single,4678,No,8,3,6,2,0,1,7
38,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,3,3,1,Married,13582,No,15,3,15,12,5,11,1
32,0,Non-Travel,Research & Development,Life Sciences,3,Female,2,1,2,Married,2332,No,5,3,3,0,0,2,1
25,1,Travel_Rarely,Sales,Marketing,3,Male,2,1,2,Married,2413,Yes,1,3,1,0,0,0,19
40,0,Travel_Rarely,Sales,Marketing,1,Male,2,3,2,Divorced,9705,No,11,2,1,0,0,0,10
26,0,Travel_Frequently,Sales,Medical,3,Male,2,2,1,Single,4294,No,7,3,7,7,0,7,1
41,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,1,Single,4721,Yes,20,3,18,13,2,17,6
36,0,Travel_Rarely,Research & Development,Medical,3,Male,3,1,3,Single,2519,No,16,3,11,8,3,9,2
19,1,Travel_Rarely,Sales,Other,4,Male,2,1,2,Single,2121,Yes,1,4,1,0,0,0,21
20,1,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,1,1,Single,2973,No,1,3,1,0,0,0,4
31,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,4,Married,5855,Yes,10,1,9,7,8,5,12
40,0,Travel_Frequently,Research & Development,Medical,4,Male,3,1,2,Divorced,3617,Yes,3,3,1,1,0,0,9
32,0,Travel_Rarely,Research & Development,Medical,3,Female,3,2,1,Married,6725,No,8,4,8,7,6,3,3
36,1,Travel_Rarely,Sales,Life Sciences,3,Male,2,3,4,Married,10325,Yes,16,3,16,7,3,7,3
33,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,2,4,Single,6949,No,6,3,5,0,1,4,1
37,1,Travel_Rarely,Sales,Life Sciences,1,Male,2,3,3,Married,10609,No,17,1,14,1,11,7,1
45,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,2,2,Married,4447,No,9,2,9,7,0,8,4
29,0,Travel_Frequently,Sales,Technical Degree,3,Female,3,1,4,Married,2157,No,3,3,3,1,0,2,20
35,0,Travel_Rarely,Sales,Medical,3,Female,3,2,3,Married,4601,No,5,3,5,2,1,0,18
52,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,4,4,Married,17099,No,26,2,9,8,7,8,1
58,1,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,3,Single,2479,No,7,3,1,0,0,0,2
53,0,Travel_Rarely,Sales,Medical,3,Male,3,4,3,Divorced,14852,No,22,4,17,13,15,2,2
30,0,Travel_Rarely,Sales,Other,3,Male,3,3,3,Divorced,7264,No,10,4,8,4,7,7,8
38,0,Non-Travel,Sales,Technical Degree,3,Female,3,2,4,Single,5666,Yes,6,3,5,3,1,3,10
35,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,3,4,Divorced,7823,No,12,3,10,9,0,8,3
39,0,Travel_Rarely,Sales,Life Sciences,1,Male,4,3,3,Single,7880,No,9,3,8,7,0,7,2
40,1,Non-Travel,Sales,Life Sciences,2,Female,4,4,2,Single,13194,Yes,22,2,1,0,0,0,24
47,0,Travel_Frequently,Research & Development,Medical,3,Male,4,2,3,Divorced,5067,Yes,20,4,19,10,2,7,16
36,0,Non-Travel,Sales,Technical Degree,1,Male,3,2,4,Divorced,5079,No,12,3,7,7,0,7,8
31,1,Non-Travel,Research & Development,Medical,3,Male,2,1,1,Single,2321,Yes,4,3,3,2,1,2,9
33,0,Non-Travel,Sales,Life Sciences,4,Male,3,4,3,Single,17444,No,10,3,10,8,6,0,17
29,1,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,1,1,Single,2404,Yes,3,3,0,0,0,0,10
33,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,1,4,Single,3452,No,5,3,3,2,0,2,13
45,0,Travel_Rarely,Research & Development,Medical,4,Female,3,1,4,Divorced,2270,No,8,3,5,3,0,2,1
